index,category,test_no,command_kor,connected_devices,options,gt1,gt2,gt3,command_eng
107,3,359,불이 30분 동안 켜져있으면 알림을 울려줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""
lightOnTime := 0\n
if ((#Light).switch_switch == \""on\"") {\n
  lightOnTime = lightOnTime + 100\n
  if (lightOnTime >= 1800000) {\n
    (#Alarm).alarm_siren()\n
  }\n
} else {\n
  lightOnTime = 0\n
}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""
triggered := false
elapsedTime := 0
if ((#Light).switch_switch == \""on\"") {
  elapsedTime = elapsedTime + 100
  if (elapsedTime >= 1800000) {
    if (triggered == false) {
      (#Alarm).alarm_siren()
      triggered = true
    }
  }
} else {
  elapsedTime = 0
  triggered = false
}
""}","{'name': 'Scenario', 'cron': '', 'period': 100, 'code': ""
light_on_time := 0\n
if ((#Light).switch_switch == 'on') {\n
    light_on_time = light_on_time + 100\n
} else {\n
    light_on_time = 0\n
}\n
if (light_on_time >= 1800000) {\n
    (#Alarm).alarm_siren()\n
}""}",Turn on the alarm if the light stays on for 30 minutes.
14,2,47,블라인드 움직임을 멈춰줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blind_pause()""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blind_pause()""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Blind).blind_pause()'}",Stop blind movement.
76,3,319,블라인드가 닫히면 ‘블라인드가 닫혔습니다’라고 말해 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#Blind).blind_blind == \""closed\"")\n(#Speaker).mediaPlayback_speak(\""블라인드가 닫혔습니다\"")""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until ((#Blind).blind_blind == \""closed\"")\n(#Speaker).mediaPlayback_speak(\""블라인드가 닫혔습니다\"")""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""wait until((#Blind).blind_blind == 'closed')\n(#Speaker).mediaPlayback_speak('블라인드가 닫혔습니다')""}","When the blinds are closed, say 'Blinds are closed'."
58,5,298,블라인드가 열려 있고 조명이 꺼져 있으며 습도가 80% 이상이면 블라인드를 닫고 조명을 켜 줘. 창문이 닫혀 있고 에어컨이 꺼져 있으면 창문을 열고 에어컨을 켜 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Blind).blind_blind == \""open\"") and ((#Light).switch_switch == \""off\"") and ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80.0)) {\n  (#Blind).blind_close()\n  (#Light).switch_on()\n}\nif (((#Window).windowControl_window == \""closed\"") and ((#AirConditioner).switch_switch == \""off\"")) {\n  (#Window).windowControl_open()\n  (#AirConditioner).switch_on()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#Blind).blind_blind == ""open"" and (#Light).switch_switch == ""off"" and (#HumiditySensor).relativeHumidityMeasurement_humidity >= 80.0) {\n (#Blind).blind_close()\n (#Light).switch_on()\n}\nif ((#Window).windowControl_window == ""closed"" and (#AirConditioner).switch_switch == ""off"") {\n (#Window).windowControl_open()\n (#AirConditioner).switch_on()\n}'}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if (((#Blind).blind_blind == 'open') and ((#Light).switch_switch == 'off') and ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80)) {\n(#Blind).blind_close()\n(#Light).switch_on()\n}\nif (((#Window).windowControl_window == 'closed') and ((#AirConditioner).switch_switch == 'off')) {\n(#Window).windowControl_open()\n(#AirConditioner).switch_on()\n}""}","If the blinds are open, the lights are off, and the humidity is above 80%, close the blinds and turn on the lights. If the windows are closed and the air conditioner is off, open the windows and turn on the air conditioner."
13,1,44,블라인드를 70 퍼센트로 설정해줘.,"{ 'GreenhouseA_blind_top': {'category': 'Blind', 'tags': ['GreenhouseA', 'top', 'Blind']}, 'GreenhouseA_blind_side': {'category': 'Blind', 'tags': ['GreenhouseA', 'side', 'Blind']}, 'GreenhouseA_blind_back': {'category': 'Blind', 'tags': ['GreenhouseA', 'back', 'Blind']}}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blindLevel_setBlindLevel(70)""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blindLevel_setBlindLevel(70)""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Blind).blindLevel_setBlindLevel(70)'}",Set the blinds to 70 percent.
156,3,445,비가 오는데 창문이 열려있으면 창문을 닫아줘.,,,"{""name"": ""CloseWindowWhenRaining"",  ""cron"": """", ""period"": -1, ""code"": ""rain = (#WeatherProvider).weatherProvider_weather\nif (rain == \""rain\"") and ((#Window).windowControl_window == \""open\"") {\n  (#Window).windowControl_close()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#WeatherProvider).weatherProvider_weather == \""rain\"") and ((#Window).windowControl_window == \""open\"")) {\n (#Window).windowControl_close()\n}""}","{'name': 'Scenario', 'cron': '', 'period': 100, 'code': ""if (((#WeatherProvider).weatherProvider_weather == 'rain') and ((#Window).windowControl_window == 'open')) {\n(#Window).windowControl_close()\n}""}","If it is raining and the window is open, close the window."
165,3,454,"비어있다가 누군가 감지되면 알림을 울려줘.
",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""
wait until((#PresenceSensor).presenceSensor_presence == \""not present\"")\n
wait until((#PresenceSensor).presenceSensor_presence == \""present\"")\n
(#Alarm).alarm_siren()""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""
wait until((#PresenceSensor).presenceSensor_presence == \""not present\"")\n
wait until((#PresenceSensor).presenceSensor_presence == \""present\"")\n
(#Alarm).alarm_siren()""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""wait until((#PresenceSensor).presenceSensor_presence == 'not present')\nwait until((#PresenceSensor).presenceSensor_presence == 'present')\n(#Alarm).alarm_siren()""}","If the space was empty and someone shows up, sound the alarm."
84,4,327,빛의 세기가 100룩스 이하면 5초 대기 후 LED 조명을 켜 줘.,,,"{""name"": ""Scenario4"", ""cron"": """", ""period"": -1, ""code"": ""if ((#LightSensor).lightLevel_light <= 100.0) {\n  (#Clock).clock_delay(5000)\n  (#Light).switch_on()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#LightSensor).lightLevel_light <= 100.0) {\n (#Clock).clock_delay(5000)\n (#Light).switch_on()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#LightSensor).lightLevel_light <= 100) {\n(#Clock).clock_delay(5000)\n(#Light).switch_on()\n}'}","If the light intensity is below 100 lux, wait 5 seconds before turning on the LED light."
5,1,5,사이렌과 경광등을 동시에 켜 줘,"{ 'GreenhouseA_alarm_left': {'category': 'Alarm', 'tags': ['GreenhouseA', 'left', 'Alarm']}, 'GreenhouseA_alarm_center': {'category': 'Alarm', 'tags': ['GreenhouseA', 'center', 'Alarm']}, 'GreenhouseA_alarm_right': {'category': 'Alarm', 'tags': ['GreenhouseA', 'right', 'Alarm']}}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_both()""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_both()""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Alarm).alarm_both()'}",Turn on the siren and the strobe at the same time
6,1,8,사이렌과 경광등을 둘 다 꺼 줘,"{ 'GreenhouseA_alarm_left': {'category': 'Siren', 'tags': ['GreenhouseA', 'left', 'Siren']}, 'GreenhouseA_alarm_right': {'category': 'Siren', 'tags': ['GreenhouseA', 'right', 'Siren']}, 'GreenhouseA_alarm_center': {'category': 'Siren', 'tags': ['GreenhouseA', 'center', 'Siren']}, 'GreenhouseA_alarm_entrance': {'category': 'Siren', 'tags': ['GreenhouseA', 'entrance', 'Siren']}, 'GreenhouseA_alarm_exit': {'category': 'Siren', 'tags': ['GreenhouseA', 'exit', 'Siren']}}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Siren).sirenMode_setSirenMode(\""off\"")""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Siren).sirenMode_setSirenMode(\""off\"")""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""(#Siren).sirenMode_setSirenMode('off')""}",Turn off both the siren and the strobe
1,1,1,사이렌을 울려줘.,"{
 'GreenhouseA_alarm_left': {
  'category': 'Alarm',
  'tags': ['GreenhouseA', 'left', 'Alarm']
  },
  'GreenhouseA_alarm_right': {
  'category': 'Alarm',
  'tags': ['GreenhouseA', 'right', 'Alarm']
  },
  'GreenhouseA_alarm_center': {
  'category': 'Alarm',
  'tags': ['GreenhouseA', 'center', 'Alarm']
  },
  'GreenhouseA_alarm_entrance': {
  'category': 'Alarm',
  'tags': ['GreenhouseA', 'entrance', 'Alarm']
  },
  'GreenhouseA_alarm_exit': {
  'category': 'Alarm',
  'tags': ['GreenhouseA', 'exit', 'Alarm']
  }
 }",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_siren()""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_siren()""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Alarm).alarm_siren()'}",Sound the siren.
2,1,2,사이렌을 울려줘.,"{ 'GreenhouseA_alarm_left': {'category': 'Siren', 'tags': ['GreenhouseA', 'left', 'Siren']}, 'GreenhouseA_alarm_right': {'category': 'Siren', 'tags': ['GreenhouseA', 'right', 'Siren']}, 'GreenhouseA_alarm_center': {'category': 'Siren', 'tags': ['GreenhouseA', 'center', 'Siren']}, 'GreenhouseA_alarm_entrance': {'category': 'Siren', 'tags': ['GreenhouseA', 'entrance', 'Siren']}, 'GreenhouseA_alarm_exit': {'category': 'Siren', 'tags': ['GreenhouseA', 'exit', 'Siren']}}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Siren).sirenMode_setSirenMode(\""siren\"")""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Siren).sirenMode_setSirenMode(\""siren\"")""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""(#Siren).sirenMode_setSirenMode('siren')""}",Sound the siren.
73,7,316,"일조량이 200룩스 이하가 되면 4초마다 조명을 켜고, 2초 후에 꺼 주는 동작을 반복해 줘.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 4000, ""code"": ""
active := False\n
if (active == False) {\n
  wait until((#LightSensor).lightLevel_light <= 200.0)\n
  active = True\n
}\n
if (active == True) {\n
  (#Light).switch_on()\n
  (#Clock).clock_delay(2000)\n
  (#Light).switch_off()\n
}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": 4000, ""code"": ""triggered := false
if (triggered == false) {
wait until((#LightSensor).lightLevel_light <= 200)
(#Light).switch_on()
(#Clock).clock_delay(2000)
(#Light).switch_off()
triggered = true
} else {
triggered = false
}""}","{'name': 'Scenario', 'cron': '', 'period': 4000, 'code': 'phase := false\nif (phase == false) {\n    wait until((#LightSensor).lightLevel_light <= 200)\n    phase = true\n} else {\n    (#Light).switch_on()\n    (#Clock).clock_delay(2000)\n    (#Light).switch_off()\n}'}","When the sunlight is below 200 lux, turn on the light every 4 seconds and turn it off after 2 seconds."
98,7,341,"조명이 켜지면 블라인드를 닫고, 이후 2초마다 커튼을 열었다 닫았다 반복해 줘.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 2000, ""code"": ""active := False\nif (active == False) {\n  wait until((#Light).switch_switch == \""on\"")\n  (#Blind).blind_close()\n  active = True\n}\nif (active == True) {\n  (#Curtain).curtain_open()\n  (#Clock).clock_delay(1000)\n  (#Curtain).curtain_close()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": 2000, ""code"": ""
 action := false
 if (action == false) {
 wait until ((#Light).switch_switch == \""on\"")
 (#Blind).blind_close()
 action = true
 }
 if (action == true) {
 (#Curtain).curtain_open()
 (#Clock).clock_delay(2000)
 (#Curtain).curtain_close()
 }
 ""}","{'name': 'Scenario', 'cron': '', 'period': 2000, 'code': ""phase := false\nif (phase == false) {\n    if ((#Light).switch_switch == 'on') {\n        (#Blind).blind_close()\n        phase = true\n    }\n} else {\n    (#Curtain).curtain_close()\n    (#Clock).clock_delay(1000)\n    (#Curtain).curtain_open()\n}""}","Close the blinds when the lights come on, then open and close the curtains every two seconds thereafter."
97,7,340,토양 습도가 25% 이하가 되면 급수기를 켜고 이후 3초마다 상태를 확인해서 습도가 30% 이상이 될 때까지 급수기를 껐다 켰다 반복해 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""
active := False\n
if (active == False) {\n
  wait until((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25.0)\n
  (#Irrigator).switch_on()\n
  active = True\n
}\n
if (active == True) {\n
  if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity >= 30.0) {\n
      break\n
  }\n
  (#Irrigator).switch_toggle()\n
}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""
triggered := false
toggle := false
soilHumidity = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity
if (triggered == false) {
if (soilHumidity <= 25.0) {
(#Irrigator).switch_on()
triggered = true
}
} else {
soilHumidity = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity
if (soilHumidity < 30.0) {
if (toggle == false) {
(#Irrigator).switch_off()
toggle = true
} else {
(#Irrigator).switch_on()
toggle = false
}
} else {
(#Irrigator).switch_off()
break
}
}""}","{'name': 'Scenario', 'cron': '', 'period': 3000, 'code': ""phase := false\nif (phase == false) {\n    wait until((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25)\n    (#Irrigator).switch_on()\n    phase = true\n} else {\n    if ((#Irrigator).switch_switch == 'on') {\n        (#Irrigator).switch_off()\n    } else {\n        (#Irrigator).switch_on()\n    }\n    wait until((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity >= 30)\n    break\n}""}","Turn on the irrigator when the soil humidity is below 25% and check the status every 3 seconds thereafter, cycling the irrigator off and on until the humidity is above 30%."
108,7,363,"현관 문이 닫히면 즉시 조명을 끄고, 이후 3초마다 경광등을 켜 줘.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""active := False\nif (active == False) {\n  wait until((#DoorLock).doorControl_door == \""closed\"")\n  (#Light).switch_off()\n  active = True\n}\nif (active == True) {\n  (#Siren).sirenMode_setSirenMode(\""strobe\"")\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""action := false\nif (action == false) {\n wait until ((#DoorLock).doorControl_door == \""closed\"")\n (#Light).switch_off()\n action = true\n}\nif (action == true) {\n (#Alarm).alarm_strobe()\n}""}","{'name': 'Scenario', 'cron': '', 'period': 3000, 'code': ""phase := false\nif (phase == false) {\n    wait until((#DoorLock).doorControl_door == 'closed')\n    (#Light).switch_off()\n    phase = true\n} else {\n    (#Alarm).alarm_strobe()\n}""}","Turn off the lights as soon as the front door closes, and then every three seconds thereafter."
103,7,348,현재 날씨에서 비가 감지될 때마다 관개 장치를 꺼 주고 '비가 감지되었습니다'라고 스피커로 출력해줘. 감지는 1분에 한번씩만 하자.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 60000, ""code"": ""
triggered := false\n
if ((#WeatherProvider).weatherProvider_weather == \""rain\"") {\n
  if (triggered == false) {\n
    (#Irrigator).switch_off()\n
    (#Speaker).mediaPlayback_speak(\""비가 감지되었습니다\"")\n
    triggered = true\n  }\n
} else {\n
  triggered = false\n
}""}","triggered := false
if ((#WeatherProvider).weatherProvider_weather == \""rain\"") {
if (triggered == false) {
(#Irrigator).switch_off()
(#Speaker).mediaPlayback_speak(\""비가 감지되었습니다\"")
triggered = true
}
} else {
triggered = false
}","{'name': 'Scenario', 'cron': '', 'period': 60000, 'code': ""triggered := false\nif ((#WeatherProvider).weatherProvider_weather == 'rain') {\n    if (triggered == false) {\n        (#Irrigator).switch_off()\n        (#Speaker).mediaPlayback_speak('비가 감지되었습니다')\n        triggered = true\n    }\n} else {\n    triggered = false\n}""}","Whenever rain is detected in the current weather, turn off the irrigator and announce ""Rain detected"" via the speaker. Let's detect only once a minutae."
137,7,411,TV가 꺼져 있으면 10초 대기 후 다시 TV를 확인하여 켜져 있으면 TV를 켜 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Television).switch_switch == \""off\"") {\n  (#Clock).clock_delay(10000)\n  if ((#Television).switch_switch == \""on\"") {\n    (#Television).switch_on()\n  }\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Television).switch_switch == \""off\"") {\n (#Clock).clock_delay(10000)\n if ((#Television).switch_switch == \""on\"") {\n (#Television).switch_on()\n }\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if ((#Television).switch_switch == 'off') {\n    (#Clock).clock_delay(10000)\n    if ((#Television).switch_switch == 'on') {\n        (#Television).switch_on()\n    }\n}""}","If the TV is off, wait 10 seconds, then check the TV again and turn it on if it's on."
159,8,448,거실 불을 모두 켜줘,"{
  ""Livingroom_Light_Left"": {
  ""category"": ""Light"",
  ""tags"": [""Livingroom"", ""Left"", ""Light""]
  },
  ""Livingroom_Light_Right"": {
  ""category"": ""Light"",
  ""tags"": [""Livingroom"", ""Right"", ""Light""]
  },
  ""Livingroom_Light_Center"": {
  ""category"": ""Light"",
  ""tags"": [""Livingroom"", ""Center"", ""Light""]
  },
  ""Livingroom_Light_Upper_Left"": {
  ""category"": ""Light"",
  ""tags"": [""Livingroom"", ""Upper"", ""Left"", ""Light""]
  },
  ""Livingroom_Light_Upper_Right"": {
  ""category"": ""Light"",
  ""tags"": [""Livingroom"", ""Upper"", ""Right"", ""Light""]
  },
  ""Livingroom_Light_Lower_Left"": {
  ""category"": ""Light"",
  ""tags"": [""Livingroom"", ""Lower"", ""Left"", ""Light""]
  },
  ""Livingroom_Light_Lower_Right"": {
  ""category"": ""Light"",
  ""tags"": [""Livingroom"", ""Lower"", ""Right"", ""Light""]
  },
  ""Livingroom_Light_Upper_Center"": {
  ""category"": ""Light"",
  ""tags"": [""Livingroom"", ""Upper"", ""Center"", ""Light""]
  }
 }",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""all(#Livingroom #Light).switch_on()""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""all(#Light #LivingRoom).switch_on()""}","{'name': 'TurnOnLivingroomLights', 'cron': '', 'period': -1, 'code': 'all(#Livingroom #Light).switch_on()'}",Turn on all the lights in the living room.
